252,0,1
252,0,2
252,0,3
252,0,4
252,0,5
252,0,6
252,0,7
252,0,8
252,0,9
252,0,10
252,0,11
252,0,12
252,0,13
252,0,14
252,0,15
252,0,16
252,0,17
252,0,18
252,0,19
252,0,20
252,0,21
252,0,22
252,0,23
252,0,24
252,0,25
252,0,26
252,0,27
252,0,28
252,0,29
252,0,30
252,0,31
252,0,32
252,0,33
252,0,34
252,0,35
252,0,36
252,0,37
252,0,38
252,0,39
252,0,40
252,0,41
252,0,42
252,0,43
252,0,44
252,0,45
252,0,46
252,0,47
252,0,48
252,0,49
252,0,50
252,0,51
252,0,52
252,0,53
252,0,54
252,0,55
252,0,56
252,0,57
252,0,58
252,0,59
252,0,60
252,0,61
252,0,62
252,0,63
252,0,64
252,0,65
252,0,66
252,0,67
252,0,68
252,0,69
252,0,70
252,0,71
252,0,72
252,0,73
252,0,74
252,0,75
252,0,76
252,0,77
252,0,78
252,0,79
252,0,80
252,0,81
252,0,82
252,0,83
252,0,84
252,0,85
252,0,86
252,0,87
252,0,88
252,0,89
252,0,90
252,0,91
252,0,92
252,0,93
252,0,94
252,0,95
252,0,96
252,0,97
252,0,98
252,0,99
252,0,100
252,0,101
252,0,102
252,0,103
252,0,104
252,0,105
252,0,106
252,0,107
252,0,108
252,0,109
252,0,110
252,0,111
252,0,112
252,0,113
252,0,114
252,0,115
252,0,116
252,0,117
252,0,118
252,0,119
252,0,120
252,0,121
252,0,122
252,0,123
252,0,124
252,0,125
252,0,126
252,0,127
252,0,128
252,0,129
252,0,130
252,0,131
252,0,132
252,0,133
252,0,134
252,0,135
252,0,136
252,0,137
252,0,138
252,0,139
252,0,140
252,0,141
252,0,142
252,0,143
252,0,144
252,0,145
252,0,146
252,0,147
252,0,148
252,0,149
252,0,150
252,0,151
252,0,152
252,0,153
252,0,154
252,0,155
252,0,156
252,0,157
252,0,158
252,0,159
252,0,160
252,0,161
252,0,162
252,0,163
252,0,164
252,0,165
252,0,166
252,0,167
252,0,168
252,0,169
252,0,170
252,0,171
252,0,172
252,0,173
252,0,174
252,0,175
252,0,176
252,0,177
252,0,178
252,0,179
252,0,180
252,0,181
252,0,182
252,0,183
252,0,184
252,0,185
252,0,186
252,0,187
252,0,188
252,0,189
252,0,190
252,0,191
252,0,192
252,0,193
252,0,194
252,0,195
252,0,196
252,0,197
252,0,198
252,0,199
252,0,200
252,0,201
252,0,202
252,0,203
252,0,204
252,0,205
252,0,206
252,0,207
252,0,208
252,0,209
252,0,210
252,0,211
252,0,212
252,0,213
252,0,214
252,0,215
252,0,216
252,0,217
252,0,218
252,0,219
252,0,220
252,0,221
252,0,222
252,0,223
252,0,224
252,0,225
252,0,226
252,0,227
252,0,228
252,0,229
252,0,230
252,0,231
252,0,232
252,0,233
252,0,234
252,0,235
252,0,236
252,0,237
252,0,238
252,0,239
252,0,240
252,0,241
252,0,242
252,0,243
252,0,244
252,0,245
252,0,246
252,0,247
252,0,248
252,0,249
252,0,250
252,0,251
251,0,252
250,0,252
249,0,252
248,0,252
247,0,252
246,0,252
245,0,252
244,0,252
243,0,252
242,0,252
241,0,252
240,0,252
239,0,252
238,0,252
237,0,252
236,0,252
235,0,252
234,0,252
233,0,252
232,0,252
231,0,252
230,0,252
229,0,252
228,0,252
227,0,252
226,0,252
225,0,252
224,0,252
223,0,252
222,0,252
221,0,252
220,0,252
219,0,252
218,0,252
217,0,252
216,0,252
215,0,252
214,0,252
213,0,252
212,0,252
211,0,252
210,0,252
209,0,252
208,0,252
207,0,252
206,0,252
205,0,252
204,0,252
203,0,252
202,0,252
201,0,252
200,0,252
199,0,252
198,0,252
197,0,252
196,0,252
195,0,252
194,0,252
193,0,252
192,0,252
191,0,252
190,0,252
189,0,252
188,0,252
187,0,252
186,0,252
185,0,252
184,0,252
183,0,252
182,0,252
181,0,252
180,0,252
179,0,252
178,0,252
177,0,252
176,0,252
175,0,252
174,0,252
173,0,252
172,0,252
171,0,252
170,0,252
169,0,252
168,0,252
167,0,252
166,0,252
165,0,252
164,0,252
163,0,252
162,0,252
161,0,252
160,0,252
159,0,252
158,0,252
157,0,252
156,0,252
155,0,252
154,0,252
153,0,252
152,0,252
151,0,252
150,0,252
149,0,252
148,0,252
147,0,252
146,0,252
145,0,252
144,0,252
143,0,252
142,0,252
141,0,252
140,0,252
139,0,252
138,0,252
137,0,252
136,0,252
135,0,252
134,0,252
133,0,252
132,0,252
131,0,252
130,0,252
129,0,252
128,0,252
127,0,252
126,0,252
125,0,252
124,0,252
123,0,252
122,0,252
121,0,252
120,0,252
119,0,252
118,0,252
117,0,252
116,0,252
115,0,252
114,0,252
113,0,252
112,0,252
111,0,252
110,0,252
109,0,252
108,0,252
107,0,252
106,0,252
105,0,252
104,0,252
103,0,252
102,0,252
101,0,252
100,0,252
99,0,252
98,0,252
97,0,252
96,0,252
95,0,252
94,0,252
93,0,252
92,0,252
91,0,252
90,0,252
89,0,252
88,0,252
87,0,252
86,0,252
85,0,252
84,0,252
83,0,252
82,0,252
81,0,252
80,0,252
79,0,252
78,0,252
77,0,252
76,0,252
75,0,252
74,0,252
73,0,252
72,0,252
71,0,252
70,0,252
69,0,252
68,0,252
67,0,252
66,0,252
65,0,252
64,0,252
63,0,252
62,0,252
61,0,252
60,0,252
59,0,252
58,0,252
57,0,252
56,0,252
